,n_pairs_insample,portfolio_sharpe_ratio_insample,portfolio_vol_insample,avg_total_roi_insample,avg_annual_roi_insample,total_trades_insample,positive_trades_insample,negative_trades_insample,max_dd_insample,max_dd_duration_insample,total_dd_duration_insample,pct_positive_trades_per_pair_insample,pct_pairs_with_positive_results_insample,avg_half_life_insample,avg_hurst_exponent_insample,count_pairs_sharpe_dist_insample,mean_pairs_sharpe_dist_insample,std_pairs_sharpe_dist_insample,min_pairs_sharpe_dist_insample,25%_pairs_sharpe_dist_insample,50%_pairs_sharpe_dist_insample,75%_pairs_sharpe_dist_insample,max_pairs_sharpe_dist_insample,n_pairs_oosample,portfolio_sharpe_ratio_oosample,portfolio_vol_oosample,avg_total_roi_oosample,avg_annual_roi_oosample,total_trades_oosample,positive_trades_oosample,negative_trades_oosample,max_dd_oosample,max_dd_duration_oosample,total_dd_duration_oosample,pct_positive_trades_per_pair_oosample,pct_pairs_with_positive_results_oosample,avg_half_life_oosample,avg_hurst_exponent_oosample,count_pairs_sharpe_dist_oosample,mean_pairs_sharpe_dist_oosample,std_pairs_sharpe_dist_oosample,min_pairs_sharpe_dist_oosample,25%_pairs_sharpe_dist_oosample,50%_pairs_sharpe_dist_oosample,75%_pairs_sharpe_dist_oosample,max_pairs_sharpe_dist_oosample,train_period_start,train_period_end,validation_period,test_period_start,test_period_end,seed,n_clusters,clust_algo,distance_measure,n_principal_components,explained_variance,infomax_hofs,infomax_hofk,qvalue_threshold,multiple_hypothesis_correction_method,no_found_pairs_from_clustering,pvalue_threshold,hurst_threshold,min_zero_crossings,count_coint_pvals_dist,mean_coint_pvals_dist,std_coint_pvals_dist,min_coint_pvals_dist,25%_coint_pvals_dist,50%_coint_pvals_dist,75%_coint_pvals_dist,max_coint_pvals_dist
0,7.0,0.16355771358297988,0.0027013436274970974,11.731296289303865,11.731296289303872,26.0,19.0,7.0,-2.428190942360737,9.0,92.0,83.92857142857143,85.71428571428571,894.0,0.36304034246168077,7.0,1.3023221490619197,0.8619450585315923,-0.6057466126037645,1.4012814658410448,1.5514223298628533,1.740204006018117,1.887608382456024,7.0,0.24607606141835578,0.0034055057739744627,23.766170162098284,23.766170162098277,27.0,20.0,7.0,-2.1852539680158913,4.0,76.0,84.50549450549451,71.42857142857143,894.0,0.3630403424616807,7.0,1.3828133217762333,1.9611573941973715,-1.0023752004555189,0.11643094417570671,1.2431674749211787,2.3044663671503693,4.5971063553158205,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,34,kmeans,euclidean,-1,-1,0.6432761793846853,0.45358685544796257,0.1,Benjamini Yekutieli,362.0,0.1,0.5,12,486.0,0.310441633631356,0.23724476792285773,0.0006959260548662252,0.10944707126954822,0.272556115549878,0.43908769523275704,0.99
0,44.0,0.22680037782680804,0.001995899289052232,12.085760105203574,12.085760105203569,164.0,132.0,32.0,-0.8670762509512387,5.0,99.0,83.69318181818181,84.0909090909091,1076.4545454545455,0.3533215639111957,44.0,1.2614240305486526,1.127800358719271,-0.9886173862690956,0.4694789033714965,1.1862772640637234,2.1618680580642624,3.846189115488816,44.0,0.1772537863439008,0.0013074200419907003,6.3602508018848,6.360250801884804,108.0,79.0,29.0,-1.1793548570043373,8.0,101.0,73.86072261072262,72.72727272727273,1076.4545454545455,0.3533215639111957,44.0,0.8987917196833739,1.3739772721002743,-1.7055410125710773,-0.0598968760743592,1.0587353156797472,1.7173748022235562,4.744320957771939,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,38,kmeans,euclidean,-1,-1,0.6981104748655981,0.42531896100868444,0.1,Benjamini Yekutieli,232.0,0.1,0.5,12,106.0,0.18494711361642077,0.2776606268590023,0.0006959260548662252,0.015143399706404985,0.055949385998553355,0.1800947906497845,0.99
0,59.0,0.25824744181206455,0.0019672709480167403,13.662150470303915,13.662150470303924,213.0,176.0,37.0,-0.8273697285822517,0.0,97.0,84.23728813559322,86.44067796610169,1171.4237288135594,0.35543272768760986,59.0,1.3528588359719755,1.1169269103223416,-0.9886173862690956,0.6166559769999844,1.4566582530618555,2.1222901608580247,3.846189115488816,59.0,0.25125414513772937,0.0012123762034820674,8.339991560623876,8.339991560623883,138.0,103.0,35.0,-0.8335943224950049,7.0,92.0,74.99778956675509,74.57627118644068,1171.4237288135594,0.35543272768760986,59.0,0.9940040206217501,1.3327858487916615,-1.7055410125710773,0.09229871992257273,1.0241751157764576,1.7412468384012723,4.744320957771939,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,42,kmeans,euclidean,-1,-1,0.7185124188083303,0.4199629787382916,0.1,Benjamini Yekutieli,214.0,0.1,0.5,12,73.0,0.0456575548934171,0.056338900941730156,0.0006959260548662252,0.012584538770043755,0.03295711539934668,0.06621896181724257,0.32978233955232983
0,33.0,0.264518718840501,0.0012059009991234211,8.40606181641007,8.406061816410059,127.0,92.0,35.0,-0.8429274288925777,42.0,107.0,74.21717171717171,81.81818181818181,535.3333333333334,0.3165657422545097,33.0,1.0329625685166755,1.0788688374747943,-0.9886173862690956,0.3961657607306167,1.0143545562908487,1.7280511584234468,3.5317291209699957,33.0,0.09125500417253198,0.0018917759357207518,4.771191627585677,4.77119162758568,86.0,60.0,26.0,-1.8286777954557034,12.0,105.0,67.16783216783216,60.60606060606061,535.3333333333334,0.3165657422545096,33.0,0.586344913023697,1.498202622549424,-1.7055410125710773,-0.6909763424387518,0.8622170642944839,1.562277843931292,4.744320957771939,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,50,kmeans,euclidean,-1,-1,0.7771481745542412,0.4116916891242958,0.1,Benjamini Yekutieli,145.0,0.1,0.5,12,48.0,0.04678992373200653,0.04332328497727098,0.0006959260548662252,0.013265112363396524,0.03347504842077966,0.0774489889897314,0.18959867774979688
0,35.0,0.21734173477705218,0.0015936210039708713,9.14109625405337,9.141096254053371,120.0,96.0,24.0,-1.3516622462476457,5.0,96.0,83.78571428571429,82.85714285714286,716.4285714285714,0.3522876135704812,35.0,1.119920567589141,1.0325991643899775,-0.6057466126037645,0.4220618679924921,1.0569505156148058,1.8275939857783343,3.5317291209699957,35.0,0.15706588254969645,0.0019630232832896716,8.41934456387959,8.419344563879584,91.0,70.0,21.0,-1.0690940252993397,7.0,107.0,79.75824175824175,77.14285714285714,716.4285714285714,0.3522876135704812,35.0,1.0107846109942094,1.2394122184450513,-1.346073738311134,0.17683233285944874,1.2431674749211787,1.8373951052073128,3.1407312475739073,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,26,complete,cosine,-1,-1,0.6029502292803357,0.4993757794085005,0.1,Benjamini Yekutieli,390.0,0.1,0.5,12,190.0,0.1730552260106623,0.19123541729425494,0.0006959260548662252,0.02781648556885586,0.09647725524299394,0.260730532157914,0.9467870381879085
0,35.0,0.22308147435104272,0.0024958111960120713,15.022132843857486,15.022132843857495,116.0,97.0,19.0,-2.0485669053072773,0.0,104.0,88.35714285714286,85.71428571428571,913.0,0.34775894925849443,35.0,1.429010917875353,1.056785162697571,-0.6057466126037645,0.6166559769999844,1.5514223298628533,2.2999463814556367,3.5317291209699957,35.0,0.17120961089973558,0.0021939511748624626,10.264498401721804,10.264498401721811,82.0,63.0,19.0,-1.6789637021366508,12.0,107.0,82.13919413919415,77.14285714285714,913.0,0.34775894925849443,35.0,1.1062084049216683,1.1924500664430728,-1.346073738311134,0.2752203810214538,1.561816677941232,1.830020948122474,3.1407312475739073,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,26,average,cosine,-1,-1,0.579384765996761,0.4377099407403036,0.1,Benjamini Yekutieli,486.0,0.1,0.5,12,232.0,0.26507849299687564,0.2881155207042784,0.0006959260548662252,0.04021419807102436,0.12981519631747077,0.42624183154808293,0.99
0,74.0,0.32919564114087496,0.0015938275652238438,14.154461257225307,14.154461257225304,230.0,188.0,42.0,-0.913344357398078,32.0,88.0,84.6917808219178,85.13513513513513,1528.7162162162163,0.3800382987373657,74.0,1.2765453236850395,1.1180075947891972,-0.9886173862690956,0.7054941393136313,1.2527540045174912,1.8576011841171791,4.791030392574146,74.0,0.26585123617093676,0.0014312018173453984,10.43161832292873,10.431618322928738,163.0,130.0,33.0,-1.3189134643362836,12.0,86.0,81.98024948024947,83.78378378378379,1528.7162162162163,0.3800382987373657,74.0,1.0939228880331864,1.1750111090714563,-1.7055410125710773,0.5011098383062049,1.116400059759255,1.8507865900637979,4.744320957771939,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,34,complete,euclidean,-1,-1,0.6189503908869722,0.44666858384075253,0.1,Benjamini Yekutieli,442.0,0.1,0.5,12,188.0,0.1491322415110314,0.2301099700275533,0.0006959260548662252,0.01923958507780872,0.05804921166152766,0.123607470297221,0.99
0,7.0,0.13241023880548108,0.002349206281786567,8.132604929100316,8.132604929100307,30.0,21.0,9.0,-3.811449797742507,42.0,82.0,76.78571428571429,85.71428571428571,397.14285714285717,0.32374531929650174,7.0,1.126615037245545,1.109415567846712,-0.6057466126037645,0.4334262104495688,1.46370201568736,1.7195153561594387,2.7224667244172056,7.0,0.05892088999983997,0.0027281101492564377,4.388012157541762,4.388012157541765,28.0,19.0,9.0,-4.445951452104084,169.0,92.0,70.21978021978022,42.857142857142854,397.14285714285717,0.32374531929650174,7.0,0.28255331358645974,1.4561171775783703,-1.0023752004555189,-0.7813634379647654,-0.05623895630717761,0.7661341597898849,3.066945908217676,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,34,single,cosine,-1,-1,0.6307596832468195,0.39322925862435115,0.1,Benjamini Yekutieli,391.0,0.1,0.5,12,173.0,0.12101752270632608,0.1523905113653006,0.0006959260548662252,0.033187406561808255,0.0776488978684925,0.1590277971323037,0.9840929097284721
0,103.0,0.2550216302381655,0.0021022235343071773,14.456692893759625,14.456692893759637,302.0,248.0,54.0,-1.2003180192469174,0.0,93.0,84.1978733240869,90.29126213592232,1333.8252427184466,0.36367255363483303,103.0,1.3286576316170386,1.0166824464580346,-1.814060403122119,0.7387079505735271,1.3825930498211332,2.0219662271092806,3.846189115488816,103.0,0.24101154247304582,0.0013712521841306373,9.042788371435512,9.042788371435506,219.0,164.0,55.0,-1.3247151486463358,5.0,95.0,79.5086816373945,80.58252427184466,1333.8252427184466,0.36367255363483314,103.0,0.9730286370062944,1.1362457812715459,-1.7055410125710773,0.4428282637287729,1.0436725464012997,1.682068921256707,4.744320957771939,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,42,average,l1,-1,-1,0.6687340148716704,0.4111720677801072,0.1,Benjamini Yekutieli,365.0,0.1,0.5,12,104.0,0.045223595314610926,0.03698554550352726,0.0006959260548662252,0.014005380542472414,0.03748434463184795,0.0731623284132787,0.2305810231776979
0,64.0,0.2942993679538726,0.0019280651714549506,15.376941837558041,15.376941837558045,215.0,178.0,37.0,-0.8181509750005198,4.0,91.0,85.6640625,87.5,1367.0,0.38436612583336094,64.0,1.36457960538783,1.0434169862220866,-0.9886173862690956,0.8513484403553322,1.4282257447283935,2.0775747678171648,3.846189115488816,64.0,0.3133659810280992,0.0014473897126231052,12.485164784519721,12.485164784519732,137.0,106.0,31.0,-1.1241420996646718,5.0,89.0,78.33119658119658,73.4375,1367.0,0.38436612583336094,64.0,1.0569843764911475,1.406887181901286,-1.7055410125710773,0.0,1.0849384750247344,1.8601707700891026,4.744320957771939,01-01-2013,31-12-2015,2015-01-01,01-01-2016,31-12-2016,109,14,spectral,nearest_neighbors,-1,-1,0.5579932052490182,0.3338229270071961,0.1,Benjamini Yekutieli,376.0,0.1,0.5,12,155.0,0.14115410047226315,0.19855336813446378,0.0006959260548662252,0.021804842842115577,0.05557829139573305,0.14637134753021358,0.937901970632137
